what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1286454636046
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1286454636291
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1286454636500
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1286454637004
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1286454643118
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1286454643849
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1286454646582
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1286454649781
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454652638
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454664846
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1286454666784
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454667632
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454692980
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1286454696390
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286454697994
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1286454705896
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286454706684
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454711184
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1286454711219
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454719688
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454723171
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454726178
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454730273
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454734985
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454738264
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454739897
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454742963
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454746281
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454752099
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454755240
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454760050
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454761645
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1286454765302
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454766444
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454768475
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454772998
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454775015
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1286454778136
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454779094
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454782867
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286454786846
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286456444958
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286456446844
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286456482628
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286456519917
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286456532007
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286456572386
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286456767345
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1286456770944
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286456786650
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286456788064
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286456797175
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286456800112
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286456800404
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286456800444
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1286456804143
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1286456819491
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1286456824753
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1286456842319
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1286456846928
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286456848806
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286456850643
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1286456851194
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1286456854967
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1286456862125
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286456872121
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1286456927051
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordNext",1286456929557
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1286456933589
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1286456933888
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1286456940603
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1286456941093
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1286456948180
